,Union europeenne,France,Luxembourg,Pays-Bas,Allemagne,Italie,Irlande,Danemark,Grece,Portugal,Espagne,Suede,Finlande,Autriche,Malte,Estonie,Lettonie,Lituanie,Pologne,Tchequie,Slovaquie,Hongrie,Slovenie,Chypre,Bulgarie,Roumanie,Croatie,Autres pays europeens,Royaume-Uni,Islande,Norvege,Suisse,Turquie,Ukraine,Russie,Autres pays d'Europe
Jan-18,14989.8,3200.1,456.3,2561.1,4571.1,1054.1,167.6,162.3,91.9,122.3,627.7,430.7,111.7,209.7,8.4,28,18.4,53,483.6,181.5,70.9,135.8,34.9,15.7,44.3,127,21.6,2825.6,1712.8,6.2,105,396.7,305.4,31.5,203.6,64.4
Feb-18,13692.8,3176.9,436.9,2302,3760,1042.4,114.2,148.2,79.8,103.9,590,392.7,109.9,211.1,7.4,24.1,19.1,65.4,478.8,183,72.9,140.5,38.6,11.8,41.9,119.3,22.1,2708.5,1652.9,4.7,99.5,382.4,297.1,27.7,169.7,74.6
Mar-18,15375.5,3498,526,2582.4,4141.3,1195.5,166.2,160.8,88.1,139.7,642.1,469.9,113.8,236.4,7.3,25.5,23.6,59.7,582.6,207.2,81.4,154,40.6,16.8,59.5,132,25.2,2789.2,1668.2,5.8,91.4,391.2,302.7,33.3,227.9,68.7
Apr-18,14168,3195.2,479,2446.2,3993.7,956.6,119,162.1,85.1,119.8,615.6,447.1,109.9,224.2,5.9,23.1,19.6,50.4,480.1,189.3,71.8,145.4,34,12.8,51.1,107.2,23.6,2403.2,1386.1,6.2,83.7,325.7,283.8,36.9,214.7,66.1
May-18,14440,3336.4,516.1,2690.3,3579.7,1121.1,192.4,169.7,82,118.7,636,404.6,111,206.6,5,21.1,21.8,61.8,502.2,201.3,74.2,136.4,38.5,13.2,53.2,123.3,23.2,2636.4,1504.5,6.7,100.3,382,331.4,36.9,198.5,76.2
Jun-18,15704.9,3516.9,505,2736.6,4528.6,1137.2,142.2,167.7,88.8,134.1,660.8,393.6,115.5,213.2,5.5,21.7,27.9,63.1,534.3,223.4,75,138.5,38.3,18.2,53.5,140.3,24.8,2637.2,1556.8,7.1,97.9,382.8,277.4,43.2,191.4,80.6
Jul-18,14927.9,3175.6,518.8,2737.6,4414.2,1122.2,119.5,138.6,100.6,149.4,660.4,290.9,103.5,194.4,9.8,20.6,17.4,42.9,486.8,193.3,63.7,130.5,34,13.1,44.3,124.7,21.2,2384.4,1432.4,6.2,97.4,286.5,277,37.7,159.9,87.4
Aug-18,13252.6,2700.5,429.3,2731.6,3930.5,655.3,112.8,160.8,66.2,105.8,508.6,333.4,110.6,206.4,5.4,20,19.2,54.7,488.7,197.4,62.6,117.8,32,11.8,42.1,128.5,20.5,2416.5,1358.7,5.9,101.3,272.1,247.5,37,197.9,196.1
Sep-18,14794,3230.9,465.2,2710.1,4247.7,1181.7,122.5,183,79.2,121.7,576.1,329.6,109.7,195.1,5.9,24.9,21.8,54,511.5,185.1,67.5,136.2,33.6,13.3,46.8,119.4,21.4,2636,1399.2,5,85.9,344.3,249.7,34.1,173.4,344.4
Oct-18,16086.8,3588.8,559.2,2995.3,4149.3,1327.7,182.6,180.9,105.7,130.3,692.9,406.5,117.1,223,12.6,23.2,25.4,58.1,564.4,236.9,71.6,153.3,37.9,13.3,48.1,158.3,24.3,2685.2,1646.2,5.3,118.5,344.7,216.8,36.8,235.7,81.2
Nov-18,15547.4,3398.4,513.7,2828,4396.5,1189.1,138.1,178.4,102,131.9,638.3,377.7,112.7,212.5,7.1,22.3,20.3,51,536.8,210.4,72.3,142.8,40,13,45.7,144.3,23.9,2622.9,1565,5.2,122.4,306.2,222.8,31.4,227.1,142.8
Dec-18,12894,2832,495.4,2480.2,3618.1,838.8,134.7,134.4,76.4,105.4,543,327.7,100.3,151.7,5.3,19.3,15.2,44.1,439.6,170.2,54.2,102.4,30.9,11.6,41.5,102.1,19.4,2028.4,1270.8,3.9,66.5,238.2,214.2,30.4,142,62.5
Jan-19,15271.2,3229.6,513.4,2616.2,4783,1008.1,165.7,143.3,83.5,131.7,598.7,383.1,107.6,219.3,6.8,22.5,18.8,39.9,530.8,215.1,75.2,137.9,37.6,11.9,47.1,123.4,21,2505.2,1518.8,4.6,114.2,387.4,205.2,30.1,178,66.9
Feb-19,14785.4,3244.6,481.2,2501.2,4415.8,1167.5,146.3,150,93,118.9,576.1,345.2,105.9,217.3,5,23.7,20.8,39.9,487.2,191.9,71.9,137,36.7,21.3,41.6,121.4,23.9,2528.1,1585.2,3.8,77,269.6,250.4,32,233.9,76.1
Mar-19,14958.7,3330,561.6,2806.2,3611.6,1218.4,163.8,178.3,82,149.6,627.2,415.8,114.2,243,5.2,22.2,24.4,54,594.2,221.3,72.7,163.9,39.1,14.6,69,149.6,26.7,2946.5,1812,6.5,121.4,390,296.3,39.9,197.6,82.8
Apr-19,15456.1,3342.1,564.6,2820.8,4243,1055.2,150.1,158.4,101.3,134.4,650.6,418.9,133,230.7,5.8,24,20.5,55.6,591.5,227.9,78.1,163,40.4,15.7,72.2,132.4,25.8,2321.4,1244.9,4.8,128.3,340.2,256.8,37.6,244.2,64.5
May-19,16374.1,3440.5,543,2848.6,4944.5,1104.4,179.1,171.2,86.5,140.5,648.7,463.8,132.3,252.6,5.7,24.8,23.4,48.1,574.1,239.6,69.9,149.7,41.1,13.4,56.4,142.2,29.8,2373.2,1268.3,4.9,115.8,416.9,249.3,41.2,208.3,68.5
Jun-19,14695,3187.8,509.6,2662.5,4170.4,999.7,142.7,165.4,97.5,126.7,608.9,364,114.7,203.7,7.6,20.9,22,47.1,533.7,225.3,67,145.4,40.2,10.4,65,134,23,2352.5,1265.2,5.6,100,395.4,244.8,46.6,226.3,68.6
Jul-19,14976.4,3251.9,510.4,2584.3,4280.1,1097.9,153.1,156.8,104.2,157.1,643.8,339,115.5,220.6,6.8,22.4,21.4,54,566.7,213.4,72.8,147.9,39.3,11.3,47,133.3,25.2,2504.3,1400.1,4.9,100.6,385.1,281.5,42.4,220.9,68.8
Aug-19,12461.9,2518.8,435.1,2412,3392,846.5,129.5,155.2,69.4,109.9,522.7,360.1,113.7,187.8,6.4,20,18.7,44.4,486.9,188.5,58.3,131.9,33.1,20.1,42.3,138.7,20,2355.2,1221.5,3.8,99.8,439.6,249.6,31.8,254.2,55
Sep-19,14282,3117.4,480.9,2705.7,3725.8,1002.6,125.2,178.6,100.5,121.3,614.6,388.5,115.1,226.5,5.5,21.6,20.8,47.5,563.9,225.3,67.2,159.5,36.8,12.5,48.3,147.1,23.6,2508.5,1424.1,6.5,98,408.4,229.6,37.4,237.7,66.8
Oct-19,15789.3,3461.4,519.6,2943.3,4061.8,1172.3,148.2,169.8,104.8,155.4,730.7,436,129.7,238,6.9,25.9,25.1,49.2,597.3,238.7,74.4,163,46.3,13.3,55.8,168.2,54.1,2896.4,1561.2,5,126,407.6,280.1,36.1,387.1,93.4
Nov-19,15346.5,3092.3,495.2,2700.3,4290.4,1339.6,167.7,163.1,103.2,123.4,722.5,424.1,112.5,223.2,8,27.6,22.6,42.9,535.6,208.9,73.9,167.5,36.9,11.7,54.9,161.6,36.9,2461.8,1267.4,5.8,124.3,376.7,309.8,28.3,268.4,81.2
Dec-19,12930.3,2922.3,480.2,2676,3064.4,900.2,164,145.6,80.5,116.3,566.2,366.8,102.4,167.6,4.9,26.6,17,36.1,459.2,194.1,59.9,129.8,34.9,11,42.7,133.4,28.2,2210.1,1144.6,5.7,71.4,394.6,304.9,48.2,181.3,59.4
Jan-20,15796.3,3348,499.4,2690.5,4215.4,1415.3,300.2,171.7,104.1,131.6,721.6,433.8,107.8,226.1,6.4,29.4,19.6,49.9,564.8,221.1,83,163.1,36.2,13.9,47.3,150.3,45.8,2641.4,1398.1,6.9,99.8,479.9,296.9,35.1,231.8,92.9
Feb-20,14503.6,3019.8,450.6,2629.4,3775.2,1362.1,145.4,181.4,82,121.9,679.1,374.1,108.4,210.5,5.4,28.7,19.9,48.1,499.8,214.6,77.5,151.1,35.4,11.4,54.5,144.3,73,2560.2,1411.6,7.6,106.4,394,273.7,35.3,269.2,62.4
Mar-20,14295.3,2875.8,399,2619.4,3855.3,933.9,278.7,191.4,94.8,113.2,674,417.9,116,208.9,7.2,25.7,26.8,51.9,604.3,244.1,75.7,161.6,38.8,12.2,45.3,172.2,51.3,2510.8,1399.4,5.7,122.2,354.1,277.2,34.9,255.5,61.7
Apr-20,10947.3,2147.6,246.2,2096.4,3147.4,870.9,148.6,139.8,71.9,82.4,442.9,275.4,105.5,158.4,6.1,20.1,16.8,34.4,401.8,156.6,49.3,118.9,26.8,11.4,27,91.2,53.4,1764.7,842.1,3.8,156.6,285.7,186,29.4,222,39.2
May-20,11798.4,2414.5,313.6,2090.6,3402.8,1001.2,115.1,151.2,68.8,104.8,464.6,352.1,109.7,171.9,6.7,17.5,18.3,35.3,391.5,163.5,57.7,133.7,24.7,9,37.6,103.5,38.5,1653.8,820,3.8,76.7,241.2,232.9,30.4,203.4,45.4
Jun-20,13776.5,2938.2,396.6,2472,3729.3,1195.9,124,180,88.1,95.8,571.9,445.1,118.9,185.6,5.3,21.4,18.4,42.8,457.2,182.1,65.8,145.7,33.6,21.2,47.3,119,75.5,2243.9,1093,6.5,104.3,344.4,364.2,33.1,242.9,55.6
Jul-20,12762.1,2788.1,427.5,2267.5,3308.4,938.9,136.9,149.2,80.9,120.3,602.6,403.9,95.8,190,4.6,21.8,18.3,37,505.2,201.1,64.6,125.5,32.5,13.3,47.5,122.5,58.2,2280.1,1196.6,5,88.1,287.6,380,39.9,221.6,61.3
Aug-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
